"","dn0_betabin_lo05","dn0_binomial_05","dn0_med","dn0_binomial_up95","dn0_betabin_up95","rn0_betabin_lo05","rn0_binomial_05","rn0_med","rn0_binomial_up95","rn0_betabin_up95","gamman_betabin_lo05","gamman_binomial_lo05","gamman_med","gamman_binomial_up95","gamman_betabinom_up95","bioassay_mortality"
"1",0.421722718091449,0.498461783857861,0.540545113695147,0.566763203150956,0.585969148022052,0.568045211531178,0.497621776870718,0.4577224634687,0.432545637257668,0.413977587798694,1.46074338403024,2.64,2.64,2.64,3.73604211752001,1
"2",0.42080234271647,0.498094380796112,0.540226174298482,0.566628900153002,0.58595094835367,0.568865790081506,0.497966830528024,0.458027380023176,0.432675131933102,0.41399522751577,1.45375276406145,2.63111071481365,2.6354632757769,2.63810076361199,3.73380476674198,0.99
"3",0.419870780678369,0.49771612461503,0.53989330558535,0.56649168184866,0.585930934615752,0.569695644558181,0.498322009870507,0.458345576309753,0.432807432307315,0.414014625395781,1.44593394665835,2.6220925924239,2.63085489000242,2.63617068587871,3.73151631510982,0.98
"4",0.419268041007065,0.497311217907836,0.539547620156195,0.566298644485796,0.585909693565003,0.5702321993513,0.498702142602192,0.458675984013725,0.4329935421868,0.41403521271564,1.43981007123641,2.61294417497839,2.62617018633152,2.63421217757959,3.72911184917034,0.97
"5",0.418783712534758,0.496792126160848,0.539248217818647,0.566101275564113,0.585877339369492,0.570663137308047,0.499189362137259,0.458962121277581,0.433183817283327,0.414066570942363,1.43384955096101,2.6036628000015,2.62140824658439,2.63223828117992,3.72658259316688,0.96
"6",0.418253129077644,0.496599312770287,0.538961430637336,0.565897543340123,0.585857992298217,0.571135009775927,0.499370303014795,0.459236172728983,0.433380215479174,0.414085322326247,1.42929197418204,2.5942457865664,2.61659563860006,2.63024126319281,3.72360589432394,0.95
"7",0.417539261927444,0.496216970946249,0.538497666391536,0.565688885575151,0.585838215413449,0.571769521086588,0.499729052656714,0.459679282853625,0.433581349753088,0.414104490195746,1.42595785963058,2.58469857834791,2.61171713355998,2.62822061372552,3.72148181612195,0.94
"8",0.416200269481278,0.495829398462309,0.538009236302034,0.565512989217809,0.585817994473388,0.572958545915149,0.500092639746788,0.460145879453958,0.433750894387409,0.414124088347766,1.42259241455208,2.5751684487529,2.60672377552299,2.62617580618642,3.71894109096108,0.93
"9",0.415140167329811,0.495436472410446,0.537453316207603,0.565341630054469,0.585795146199218,0.573898863226325,0.500461176477412,0.460676847960711,0.433916057249054,0.414146232794458,1.41920932006685,2.56547139679986,2.60161949143109,2.62410629655459,3.71633902227503,0.92
"10",0.414057131800692,0.494893612245487,0.537086335407243,0.565166719246896,0.585770658088079,0.5748585508821,0.500970220294427,0.461027298547079,0.43408463472609,0.414169966422869,1.41566831598731,2.55562104219155,2.59651296784061,2.62201152260916,3.71367357312715,0.91
"11",0.412998134448353,0.494386431999625,0.536668849695488,0.564988143935224,0.5857455386301,0.575796005116756,0.501445679233884,0.46142592130963,0.434256735041612,0.414194311794557,1.40358976235987,2.54566220114309,2.59133237074582,2.61989090311586,3.71090209742776,0.9
"12",0.411984232006454,0.493795910894411,0.536233142211275,0.56480578642626,0.585719764170774,0.576692647369176,0.501999111999618,0.461841877730831,0.434432471040704,0.414219291823248,1.40051501987103,2.53540184584898,2.58605974121034,2.61773775495873,3.70803423013844,0.89
"13",0.411268602712503,0.49317204842395,0.535752585338421,0.564620655229653,0.585693309894287,0.577324980770898,0.502583609657547,0.462300572180397,0.434610870312982,0.414244930547259,1.39323119274283,2.52483805111073,2.58070020513213,2.61549207265557,3.70509484012805,0.88
"14",0.410543128832936,0.492321656557986,0.535193445709012,0.564432115631452,0.585665917467324,0.577965559239938,0.503380041310459,0.46283417267018,0.43479254399938,0.414271478321178,1.38215408867864,2.51410593983893,2.57533192296387,2.61319997123904,3.70208147333724,0.87
"15",0.40980757635112,0.491525694562625,0.534759880318701,0.564235717751771,0.585629201666589,0.578614568111834,0.504125178534148,0.463247857610515,0.434981779001126,0.414307061695084,1.3724595139597,2.5033237099475,2.5698461480337,2.61086406617481,3.69899156864551,0.86
"16",0.409061703203874,0.49081589070562,0.534203832618588,0.563940815056689,0.585574201873489,0.579272198734546,0.504789398218622,0.463778311076817,0.435265905419345,0.414360364504404,1.36434273295435,2.49244741500661,2.56430338040516,2.60848302700077,3.69582245219878,0.85
"17",0.407682543608874,0.490088737282416,0.533737617851085,0.563679224751374,0.585516935703894,0.580486988687821,0.505469596887594,0.46422298107789,0.435517915827434,0.414415862970265,1.35465072986797,2.481858727679,2.55867548764542,2.60604813325598,3.69257133138306,0.84
"18",0.406240001430502,0.489235940863985,0.533142162364416,0.563432622665258,0.58545722927178,0.581755827678033,0.50626699271258,0.464790805514465,0.435755469048929,0.414473725511764,1.34736710135721,2.47082989556685,2.55275288782349,2.6034334001542,3.68923528841845,0.83
"19",0.404771906857271,0.488600477013548,0.532818906129382,0.563179640893427,0.585421872738899,0.583045253135723,0.50686094046515,0.465099008646161,0.435999149682054,0.41450798975887,1.33999503406647,2.45965123889244,2.54680985079873,2.6007151892607,3.68581127354621,0.82
"20",0.403277619674544,0.48796788129166,0.532524287500232,0.562917973779054,0.585391251136861,0.584355707152412,0.507452007667553,0.465379874303663,0.436251176983687,0.41453766511318,1.33253293266858,2.44832103283692,2.5406786312186,2.59791724355095,3.68229609777889,0.81
"21",0.401756479528579,0.48765725482632,0.532019505494957,0.56264904501261,0.585359748123313,0.585687641974812,0.507742168483717,0.465861020139847,0.436510177756575,0.414568194400723,1.32497916622287,2.4369135431146,2.53461404520702,2.5952153191247,3.67868642518129,0.8
"22",0.400207805187676,0.48635653404484,0.531509970722399,0.562312489665104,0.585327326280814,0.587041520141839,0.508956665355097,0.466346602294564,0.436834278963032,0.414599613861057,1.31733206736292,2.42538026190467,2.52843583076905,2.59265294821459,3.6749787646473,0.79
"23",0.398665553937707,0.485695554061217,0.530901233727545,0.562021130480312,0.585293946094807,0.588387588730503,0.509573500976478,0.466926598917782,0.437114829949805,0.414631961764115,1.30800049085481,2.41357237241237,2.52217074373132,2.59005385463947,3.67116946113455,0.78
"24",0.39732479093474,0.485243655839097,0.530405676491551,0.561810986217817,0.585254234800698,0.589556001666137,0.509995087630337,0.467398659186706,0.437317163477751,0.414670444626178,1.29708095278442,2.40137434749658,2.51580137548334,2.5874170435375,3.6672546863158,0.77
"25",0.39597353636847,0.484784584906585,0.530138579546473,0.561481078240739,0.585199571966959,0.59073185469561,0.510423255497526,0.467653053838546,0.437634783255949,0.41472341588076,1.28609272819149,2.38947658283058,2.50932489890133,2.58473327293982,3.66323042860223,0.76
"26",0.39496098425834,0.48432031198655,0.529591420243042,0.561215829111579,0.585142698331483,0.591611841540673,0.510856162900047,0.468174110836029,0.437890129525657,0.414778528741912,1.27539497766291,2.37749786711851,2.50271214209092,2.58181915650659,3.65909248249003,0.75
"27",0.394329252920959,0.483697016914147,0.529084560949936,0.560922216716565,0.585083491400352,0.592160372172399,0.511437184050709,0.468656689758537,0.438172756104307,0.414835901815084,1.26798921037564,2.36539595834352,2.49561739536165,2.57884162096448,3.65475380688466,0.74
"28",0.393348262939195,0.482900791484013,0.528564299479961,0.560679039802458,0.585021820132263,0.593011384429536,0.512179121496265,0.469151932446894,0.43840681518302,0.414895661976986,1.25668799007939,2.35315116826039,2.4884779575193,2.57578943432543,3.65028698305507,0.73
"29",0.391362964703677,0.48201012586728,0.527863475270414,0.560446589385136,0.584975303421414,0.594730836407514,0.513008675202185,0.46981889332053,0.438630533722685,0.414940736594283,1.24334661959698,2.34076094132683,2.48152409461417,2.57265977086289,3.64569025517131,0.72
"30",0.389370661165373,0.481103185429425,0.527249841682181,0.560172990575138,0.584932907761543,0.59645251645088,0.513852959775973,0.47040272518973,0.438893834546478,0.414981817477176,1.23056892029171,2.32817091376193,2.47444824752534,2.56953861288039,3.64095844072682,0.71
