,dn0_lo10,dn0_med,dn0_up90,rn0_lo10,rn0_med,rn0_up90,gamman_lo10,gamman_med,gamman_up90,bioassay_mortality,resistance
70,0.468026685,0.501452499,0.524473237,0.473042701,0.494810669,0.52597648,2.118752976,2.282804779,2.438002417,0.31,0.69
71,0.466712952,0.50039803,0.523928369,0.473560412,0.49580228,0.527189164,2.103958488,2.272426275,2.432130887,0.3,0.7
72,0.465347468,0.499338912,0.523422312,0.474041143,0.496797751,0.528448552,2.088687672,2.261641831,2.426050915,0.29,0.71
73,0.464269145,0.498345545,0.522827681,0.474605889,0.497730952,0.529442316,2.073287726,2.249930366,2.419747821,0.28,0.72
74,0.462729997,0.497453059,0.522084627,0.475311406,0.49856899,0.530859575,2.057420813,2.238328327,2.413187061,0.27,0.73
75,0.461176275,0.496210873,0.52111825,0.476228639,0.499734771,0.532288815,2.04108045,2.226451491,2.406356514,0.26,0.74
76,0.459612912,0.495141286,0.520356047,0.476951823,0.500737991,0.533725444,2.02433096,2.21381499,2.399245338,0.25,0.75
77,0.457827575,0.494123506,0.519759136,0.477518017,0.501692113,0.535364228,2.007016295,2.201504634,2.391923792,0.24,0.76
78,0.455944833,0.493002567,0.518671779,0.478549052,0.502742365,0.537090277,1.988197778,2.188211919,2.384295183,0.23,0.77
79,0.45397814,0.4917244,0.51766096,0.479507088,0.50393919,0.538890912,1.968146357,2.17403502,2.376183467,0.22,0.78
80,0.452022706,0.490451122,0.516824033,0.4803,0.505130645,0.540678795,1.947388545,2.159707079,2.367495211,0.21,0.79
81,0.450120329,0.488890709,0.515793924,0.481275544,0.506589695,0.542415799,1.927327806,2.143357997,2.358365428,0.2,0.8
82,0.447781097,0.487265606,0.514859524,0.482160073,0.508107945,0.544548432,1.906921659,2.126837936,2.348721844,0.19,0.81
83,0.445471368,0.48562756,0.513905737,0.483062584,0.509636941,0.546650598,1.885049282,2.109467587,2.338551992,0.18,0.82
84,0.443353729,0.483655376,0.513129678,0.483796642,0.511476018,0.548574765,1.859196009,2.091117121,2.327789326,0.17,0.83
85,0.441029281,0.481749681,0.511963777,0.484898963,0.513251184,0.550683298,1.836274838,2.072340567,2.316353386,0.16,0.84
86,0.437924651,0.479574948,0.51075606,0.486040231,0.515274635,0.553493689,1.811234933,2.051393932,2.304001872,0.15,0.85
